<hgeokg/resource/569345543>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/5671182>
<hgeokg/resource/4708892893>	<hgeokg/schema/takeaway>	takeaway-yes
<hgeokg/resource/5032403221>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149298>
<hgeokg/resource/266170764>	<hgeokg/schema/dog>	dog-yes
<hgeokg/resource/226041026>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/163631696>
<hgeokg/resource/2722857810>	<hgeokg/schema/takeaway>	takeaway-yes
<hgeokg/resource/525428785>	<hgeokg/schema/tunnel>	tunnel-yes
<hgeokg/resource/763650163>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266149298>
<hgeokg/resource/569345544>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/266149338>	<hgeokg/schema/oldName>	oldName-New York Times Building
<hgeokg/resource/157835453>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/397795463>
<hgeokg/resource/3974095815>	<Point_pofw-Adjacent-Point_pois>	<hgeokg/resource/357620498>
<hgeokg/resource/266149336>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149334>
<hgeokg/resource/163629929>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2676979135>
<hgeokg/resource/266170760>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/5528676228>
<hgeokg/resource/266034080>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/484012802>
<hgeokg/resource/266149325>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/194926851>
<hgeokg/resource/46695596>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/569345543>
<hgeokg/resource/266149302>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149328>
<hgeokg/resource/46695596>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/226041025>
<hgeokg/resource/569345542>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/6133822485>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/266149304>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149302>
<hgeokg/resource/2678650716>	<hgeokg/schema/website>	website-https://www.pergoladesartistes.com/
<hgeokg/resource/2678466842>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/266149373>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/157835453>
<hgeokg/resource/813741990>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/157835453>
<hgeokg/resource/817036020>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/813741990>
<hgeokg/resource/823979087>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/817036020>
<hgeokg/resource/266149336>	<hgeokg/schema/height>	height-24.7
<hgeokg/resource/266170536>	<Point_pofw-Adjacent-Point_pois>	<hgeokg/resource/357620498>
<hgeokg/resource/266170534>	<hgeokg/schema/buildingLevels>	buildingLevels-50
<hgeokg/resource/2717543654>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Theatre>
<hgeokg/resource/4350615591>	<hgeokg/schema/openingHours>	openingHours-Mo-Th, Su 06:30-00:00; Fr, Sa 06:30-01:00
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/682360553>
<hgeokg/resource/266149328>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149365>
<hgeokg/resource/266170759>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170545>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1751769863>
<hgeokg/resource/226041025>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2610440256>
<hgeokg/resource/5825512054>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2610440256>
<hgeokg/resource/643414350>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/803137436>
<hgeokg/resource/266034050>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/1899033652>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/4708888897>
<hgeokg/resource/266149338>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/525729008>
<hgeokg/resource/226041025>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/7139389687>
<hgeokg/resource/3576199>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/2678466842>	<hgeokg/schema/website>	website-https://www.bubbagump.com/locations/new-york-city/
<hgeokg/resource/477374247>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/643414350>
<hgeokg/resource/5671182>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2678466841>
<hgeokg/resource/702540318>	<Line_roads-Intersect-Point_pois>	<hgeokg/resource/226041025>
<hgeokg/resource/266149329>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149345>
<hgeokg/resource/823979087>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/RailwaySubway>
<hgeokg/resource/357620498>	<hgeokg/schema/ele>	ele-18
<hgeokg/resource/477374247>	<http://www.w3.org/2000/01/rdf-schema#label>	Broadway
<hgeokg/resource/226041025>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979090>
<hgeokg/resource/569345544>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/525729008>
<hgeokg/resource/2774949526>	<hgeokg/schema/brand>	brand-Forever 21
<hgeokg/resource/803137436>	<hgeokg/schema/frequency>	frequency-0
<hgeokg/resource/682360554>	<hgeokg/schema/tigerReviewed>	tigerReviewed-no
<hgeokg/resource/266170544>	<hgeokg/schema/addrHousenumber>	addrHousenumber-125
<hgeokg/resource/266170765>	<hgeokg/schema/operator>	operator-Kimpton Hotel & Restaurant Group
<hgeokg/resource/4661316591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170760>
<hgeokg/resource/5825512054>	<hgeokg/schema/brandWikidata>	brandWikidata-Q188326
<hgeokg/resource/226041026>	<hgeokg/schema/surface>	surface-asphalt
<hgeokg/resource/2676979135>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170759>
<hgeokg/resource/813741990>	<hgeokg/schema/level>	level--2
<hgeokg/resource/266149373>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/266034046>
<hgeokg/resource/226041026>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266170764>
<hgeokg/resource/266170756>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170544>
<hgeokg/resource/1751769863>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/266170764>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170536>
<hgeokg/resource/266170544>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170540>
<hgeokg/resource/823979088>	<hgeokg/schema/tunnel>	tunnel-yes
<hgeokg/resource/226041025>	<hgeokg/schema/lanes>	lanes-3
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2178743031>
<hgeokg/resource/566445454>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Museum>
<hgeokg/resource/266149338>	<hgeokg/schema/wikipedia>	wikipedia-en:The Times Square Building
<hgeokg/resource/823979089>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/266774911>
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266774911>
<hgeokg/resource/4757137104>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/226041026>
<hgeokg/resource/266034046>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2716231269>
<hgeokg/resource/597937477>	<hgeokg/schema/operator>	operator-Metropolitan Transportation Authority
<hgeokg/resource/163631696>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170765>
<hgeokg/resource/1426276157>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266034046>
<hgeokg/resource/477374247>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979089>
<hgeokg/resource/7139389687>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1487449793>
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/266149332>
<hgeokg/resource/163629929>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/569345544>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/266170544>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/137716320>
<hgeokg/resource/397795464>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/7613305940>
<hgeokg/resource/2774949526>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/4708892893>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231259>
<hgeokg/resource/266149328>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5671182>
<hgeokg/resource/266170758>	<http://www.w3.org/2000/01/rdf-schema#label>	Onassis High School
<hgeokg/resource/266149373>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/1426250385>
<hgeokg/resource/569345544>	<Point_transport-Adjacent-Line_roads>	<hgeokg/resource/3679391773>
<hgeokg/resource/7613305940>	<hgeokg/schema/wikipedia>	wikipedia-en:Times Square–42nd Street (New York City Subway)
<hgeokg/resource/2678466841>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4858838221>
<hgeokg/resource/1751769863>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/569345544>
<hgeokg/resource/657134182>	<Line_railway-Intersect-Polygon_landuse>	<hgeokg/resource/819186608>
<hgeokg/resource/2717293865>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149324>
<hgeokg/resource/266170764>	<hgeokg/schema/height>	height-24.0
<hgeokg/resource/4757137103>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/266170800>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170534>
<hgeokg/resource/2676979157>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/266149298>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5671182>
<hgeokg/resource/2716231113>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/7006780985>
<hgeokg/resource/2774949518>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/397795463>
<hgeokg/resource/823979087>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2774949526>
<hgeokg/resource/266170759>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/569345544>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/823979087>
<hgeokg/resource/1752843998>	<hgeokg/schema/addrHousenumber>	addrHousenumber-124
<hgeokg/resource/7006780985>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/719086615>
<hgeokg/resource/226041025>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/6501259685>
<hgeokg/resource/4350615591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149298>
<hgeokg/resource/4213575394>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149324>
<hgeokg/resource/6501259685>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/258646144>
<hgeokg/resource/4757137104>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/682360554>
<hgeokg/resource/2717543654>	<hgeokg/schema/wheelchair>	wheelchair-yes
<hgeokg/resource/226041026>	<hgeokg/schema/lanes>	lanes-1
<hgeokg/resource/260180778>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/4661316591>
<hgeokg/resource/569345544>	<hgeokg/schema/wikipedia>	wikipedia-en:Seventh Avenue (Manhattan)
<hgeokg/resource/5172045822>	<http://www.w3.org/2000/01/rdf-schema#label>	Guy’s American Kitchen & Bar
<hgeokg/resource/266034080>	<Point_transport-Adjacent-Polygon_buildings>	<hgeokg/resource/7613305940>
<hgeokg/resource/266170755>	<hgeokg/schema/addrHousenumber>	addrHousenumber-149
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/3576199>
<hgeokg/resource/682360554>	<Line_roads-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/266149325>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149365>
<hgeokg/resource/5341456858>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/719086606>
<hgeokg/resource/525729008>	<hgeokg/schema/smoothness>	smoothness-good
<hgeokg/resource/266034047>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426276530>
<hgeokg/resource/682360553>	<Line_roads-Intersect-Line_roads>	<hgeokg/resource/682360554>
<hgeokg/resource/266170757>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2676979135>
<hgeokg/resource/266170760>	<hgeokg/schema/buildingColour>	buildingColour-#CDC7AF
<hgeokg/resource/266170536>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170751>
<hgeokg/resource/5825512054>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/803137436>
<hgeokg/resource/823979087>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/226041025>
<hgeokg/resource/823979088>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/2676979157>
<hgeokg/resource/258646144>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/46695596>
<hgeokg/resource/266149345>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/5341456858>
<hgeokg/resource/226041025>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266170536>
<hgeokg/resource/569345543>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/266149334>
<hgeokg/resource/266170766>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/266170758>
<hgeokg/resource/1426276157>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/5341456177>	<hgeokg/schema/shelter>	shelter-no
<hgeokg/resource/4213575394>	<hgeokg/schema/openingHours>	openingHours-Mo-Fr 06:00-18:00; Sa 07:00-18:00
<hgeokg/resource/157835453>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/823979090>
<hgeokg/resource/258646143>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1426250385>
<hgeokg/resource/643414350>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/Restaurant>
<hgeokg/resource/4757137103>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149336>
<hgeokg/resource/163629929>	<Polygon_buildings-Adjacent-Polygon_buildings>	<hgeokg/resource/266149373>
<hgeokg/resource/266170825>	<hgeokg/schema/startDate>	startDate-1904
<hgeokg/resource/823979088>	<Line_railway-Adjacent-Line_railway>	<hgeokg/resource/46695596>
<hgeokg/resource/569345543>	<Line_roads-Intersect-Line_railway>	<hgeokg/resource/525428785>
<hgeokg/resource/266170825>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/226041025>
<hgeokg/resource/266170765>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/397795464>	<hgeokg/schema/tigerReviewed>	tigerReviewed-no
<hgeokg/resource/682360554>	<hgeokg/schema/oneway>	oneway-yes
<hgeokg/resource/7139389687>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/1753205377>
<hgeokg/resource/357620498>	<Point_pofw-Adjacent-Line_roads>	<hgeokg/resource/226041025>
<hgeokg/resource/813741990>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1752822408>
<hgeokg/resource/702540318>	<Point_pois-Contain-Line_roads>	<hgeokg/resource/397795464>
<hgeokg/resource/266149298>	<Point_pois-Intersect-Point_pois>	<hgeokg/resource/266149300>
<hgeokg/resource/226041025>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/266149338>
<hgeokg/resource/823979087>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/86121620>
<hgeokg/resource/86121621>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/368051649>
<hgeokg/resource/7006780985>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2716231259>
<hgeokg/resource/266170545>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170540>
<hgeokg/resource/3974095815>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/3576199>
<hgeokg/resource/4385240481>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149345>
<hgeokg/resource/5341456858>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/719086615>
<hgeokg/resource/657134182>	<Point_pois-Intersect-Polygon_landuse>	<hgeokg/resource/266033991>
<hgeokg/resource/7653858222>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266034047>
<hgeokg/resource/803137436>	<Line_roads-Adjacent-Line_railway>	<hgeokg/resource/682360554>
<hgeokg/resource/525729008>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/7006780985>
<hgeokg/resource/803137436>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/157835453>
<hgeokg/resource/163629929>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/569345544>
<hgeokg/resource/266149334>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149325>
<hgeokg/resource/1753205377>	<hgeokg/schema/website>	website-https://www.thechatwalny.com/The-Lambs-Club/The-Lambs-Club-Restaurant
<hgeokg/resource/657134182>	<Point_transport-Adjacent-Polygon_landuse>	<hgeokg/resource/5341456177>
<hgeokg/resource/719086606>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/1899033653>
<hgeokg/resource/7172247185>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2676979135>
<hgeokg/resource/1426250385>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/46695596>
<hgeokg/resource/5172045822>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149304>
<hgeokg/resource/2611782760>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/566445454>	<hgeokg/schema/website>	website-https://www.icp.org/
<hgeokg/resource/266034046>	<Point_transport-Adjacent-Polygon_buildings>	<hgeokg/resource/3679391773>
<hgeokg/resource/266149336>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/719086606>	<Point_transport-Adjacent-Line_railway>	<hgeokg/resource/4708888897>
<hgeokg/resource/266170540>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/6133822485>
<hgeokg/resource/4385240481>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#spacetype>	<http://www.opengis.net/ont/sf#Point>
<hgeokg/resource/266170800>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<hgeokg/schema/TourismHotel>
<hgeokg/resource/266034080>	<Line_railway-Adjacent-Polygon_buildings>	<hgeokg/resource/823979087>
<hgeokg/resource/4661316591>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170545>
<hgeokg/resource/226041026>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/163474780>
<hgeokg/resource/5041140405>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266149332>
<hgeokg/resource/5341456177>	<Point_transport-Adjacent-Point_pois>	<hgeokg/resource/4757137103>
<hgeokg/resource/4708892893>	<http://www.w3.org/2000/01/rdf-schema#label>	Five Guys
<hgeokg/resource/525729008>	<Line_roads-Intersect-Polygon_landuse>	<hgeokg/resource/657134182>
<hgeokg/resource/266170765>	<hgeokg/schema/addrPostcode>	addrPostcode-10036
<hgeokg/resource/266149338>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/2717293822>
<hgeokg/resource/420494981>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/5528676228>
<hgeokg/resource/477374247>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2717293824>
<hgeokg/resource/226041026>	<Line_roads-Adjacent-Polygon_buildings>	<hgeokg/resource/137716320>
<hgeokg/resource/266170760>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/226041025>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/3974095816>
<hgeokg/resource/266170760>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170765>
<hgeokg/resource/266170759>	<hgeokg/schema/addrState>	addrState-NY
<hgeokg/resource/597937477>	<hgeokg/schema/internetAccessFee>	internetAccessFee-no
<hgeokg/resource/226041026>	<Point_pois-Adjacent-Line_roads>	<hgeokg/resource/2611782753>
<hgeokg/resource/86121620>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/643414350>
<hgeokg/resource/266170756>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/2717543654>
<hgeokg/resource/5825512054>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/484012802>
<hgeokg/resource/4708892893>	<hgeokg/schema/brand>	brand-Five Guys
<hgeokg/resource/266170534>	<Point_pois-Adjacent-Polygon_buildings>	<hgeokg/resource/266170540>
<hgeokg/resource/823979089>	<Point_pois-Adjacent-Line_railway>	<hgeokg/resource/4757137104>
<hgeokg/resource/1426250385>	<hgeokg/schema/brandWikidata>	brandWikidata-Q37158
<hgeokg/resource/2716231113>	<hgeokg/schema/brand>	brand-Chevys Fresh Mex
<hgeokg/resource/266170764>	<Point_pois-Adjacent-Point_pois>	<hgeokg/resource/266170835>
